# generated 2026-08-19T03:25:44.653Z
sheet	race	group	category	unit	kind	source	model	bench_lo	bench_hi	bench_raw	note	bench_note
Sheet1	Terran	Terran Air	Unit	Battlecruiser	weapon	weapon	136501	136496	136496	136496		
Sheet1	Terran	Terran Air	Unit	Battlecruiser	ability	+ Yamato Cannon	194134	190655	194523	190655-194523	weapon + ability (cumulative)	Add Yamato Cannon
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Fenrir	headline	total (all sources on)	169288					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Fenrir	weapon	weapon	137762	137760	137760	137760		
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Fenrir	summon	+ Laser Mine	9302	171145	171145	171145	per-summon; sustained 9302 (avg 1× living)	Laser Mines, with weapon and All-Out Attack
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Fenrir	self-buff	+ All-Out Attack (self-buff)		159984	159984	159984	todo	Add All-Out Attack
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Fenrir	bench-only	Laser Beam, single hit. 0 Dex, 0 Int		45000	45000	45000	needs model	Laser Beam, single hit. 0 Dex, 0 Int
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	General Warfield	headline	total (all sources on)	258982					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	General Warfield	weapon	weapon	127801	139776	139776	139776		
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	General Warfield	minion	+ Big Bad Bully	17017	16871	16871	16871	per-minion; sustained 119118 (7× magazine)	Big Bad Bully (1)
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	General Warfield	ability	+ Grenade	12063	146888	154001	146888-154001	sustained dps	Grenade, add weapon
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	General Warfield	self-buff	+ Stimpack (self-buff)					todo	
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Odin	headline	total (all sources on)	410194				vs air 90839	
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Odin	weapon	weapon (ground)	264909	176597	176597	176597		
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Odin	weapon	weapon (air)	60335					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Odin	ability	+ Barrage	0	79056	79056	79056	sustained dps	Barrage, total damage
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Odin	ability	+ Nuclear Strike	0				sustained dps (no bench)	
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Odin	self-buff	+ All-Out Attack (self-buff)		205088	205088	205088	todo	Add All-Out Attack
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Coeus	headline	total (all sources on)	273327					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Coeus	weapon	weapon	51468	51223	51786	51223-51786		
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Coeus	ability	+ Titan Missiles	175312	265323	277604	265323-277604	sustained dps	Titan Missiles, with weapon and All-Out Attack
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Coeus	self-buff	+ All-Out Attack (self-buff)		80181	80181	80181	todo	Add All-Out Attack
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Loki	headline	total (all sources on)	351923					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Loki	weapon	weapon (Armageddon Cannons)	121865	121856	121856	121856		Using Armageddon Cannons
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Loki	weapon	weapon (Serpentis Laser Battery)	206640	206640	206640	206640		Using Serpentis Laser Battery
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Loki	weapon	weapon (both fire)	328505	328496	328496	328496		Using both weapons
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Loki	ability	+ Missile Pods	15762	99340	99340	99340	sustained dps	Missile Pods, total damage
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Loki	ability	+ Yamato Cannon	336162	214052	221464	214052-221464	weapon + ability (cumulative)	Add Yamato Cannon
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	headline	total (all sources on)	159040					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	weapon	weapon	159040					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	summon	+ Tactical Fighter	163				per-summon; sustained 163 (avg 1× living)	
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	ability	+ Electric Field	30686	84787	105111	84787-105111	sustained dps	Electric Field, with weapon and Ion Beam
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	ability	+ Hyperion Yamato Cannon	63012	115788	115788	115788	sustained dps	Yamato Cannon, with weapon and Ion Beam
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	ability	+ Hyperion Ion Beam	19766	19760	19760	19760	sustained dps	Ion Beam
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Hyperion	bench-only	Add weapon		64959	65456	64959-65456	needs model	Add weapon
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Silent Mary	headline	total (all sources on)	408008					
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Silent Mary	weapon	weapon	317891	317888	317888	317888		
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Silent Mary	ability	+ Light The Gunpowder	165234	55371	55371	55371	perCast (single hit)	Light the Gunpowder, per hit
Sheet1	Terran	Terran Buyable Heroes	Buyable Hero	Silent Mary	self-buff	+ Last Bastion (self-buff)		511552	511552	511552	todo	During Last Bastion cast
Sheet1	Terran	Terran Structures	Structure	Bunker	headline	total (all sources on)	135114					
Sheet1	Terran	Terran Structures	Structure	Bunker	weapon	weapon	135114	135104	135104	135104		
Sheet1	Terran	Terran Structures	Structure	Missile Turret	headline	total (all sources on)	136420					
Sheet1	Terran	Terran Structures	Structure	Missile Turret	weapon	weapon	136420	136416	136416	136416		
Sheet1	Terran	Terran Structures	Structure	Auto-Turret	headline	total (all sources on)	92837					
Sheet1	Terran	Terran Structures	Structure	Auto-Turret	weapon	weapon	92837	92832	92832	92832		
Sheet1	Terran	Terran Structures	Structure	Gas Turret	headline	total (all sources on)	61689					
Sheet1	Terran	Terran Structures	Structure	Gas Turret	weapon	weapon	61689	61017	62126	61017-62126		
Sheet1	Terran	Terran Structures	Structure	Tesla Tower	headline	total (all sources on)	155292					
Sheet1	Terran	Terran Structures	Structure	Tesla Tower	weapon	weapon	155292	151785	161064	151785-161064		
Sheet1	Terran	Terran Structures	Structure	Perdition Turret	headline	total (all sources on)	128930					
Sheet1	Terran	Terran Structures	Structure	Perdition Turret	weapon	weapon	128930	128928	128928	128928		
Sheet1	Terran	Terran Structures	Structure	Reinforced Wall	headline	total (all sources on)	0					
Sheet1	Terran	Terran Structures	Structure	Reinforced Wall	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Structures	Structure	Siege Turret	headline	total (all sources on)	75366					
Sheet1	Terran	Terran Structures	Structure	Siege Turret	weapon	weapon	75366	75360	75360	75360		
Sheet1	Terran	Terran Structures	Structure	Psi Disrupter	headline	total (all sources on)	0					
Sheet1	Terran	Terran Structures	Structure	Psi Disrupter	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Structures	Structure	Armory	headline	total (all sources on)	0					
Sheet1	Terran	Terran Structures	Structure	Armory	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Structures	Structure	MULES-R-US	headline	total (all sources on)	0					
Sheet1	Terran	Terran Structures	Structure	MULES-R-US	weapon	weapon					no weapon (caster/support)	
Sheet1	Terran	Terran Structures	Structure	Quantum Hammer	headline	total (all sources on)	396875					
Sheet1	Terran	Terran Structures	Structure	Quantum Hammer	weapon	weapon	396875	394862	397718	394862-397718		
Sheet1	Terran	Terran Structures	Structure	Einstein-Rosen Bridge Unit	headline	total (all sources on)	0					
Sheet1	Terran	Terran Structures	Structure	Einstein-Rosen Bridge Unit	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Workers	Unit	Probe	headline	total (all sources on)	130073					
Sheet1	Protoss	Protoss Workers	Unit	Probe	weapon	weapon	130073	130064	130064	130064		
Sheet1	Protoss	Protoss Infantry	Unit	Zealot	headline	total (all sources on)	198263					
Sheet1	Protoss	Protoss Infantry	Unit	Zealot	weapon	weapon	198263	198059	198059	198059		
Sheet1	Protoss	Protoss Infantry	Unit	Stalker	headline	total (all sources on)	99023					
Sheet1	Protoss	Protoss Infantry	Unit	Stalker	weapon	weapon	99023	99008	99008	99008		
Sheet1	Protoss	Protoss Infantry	Unit	Sentry	headline	total (all sources on)	71535					
Sheet1	Protoss	Protoss Infantry	Unit	Sentry	weapon	weapon	71535	71520	71520	71520		
Sheet1	Protoss	Protoss Infantry	Unit	Adept	headline	total (all sources on)	400785					
Sheet1	Protoss	Protoss Infantry	Unit	Adept	weapon	weapon	109645	109632	109632	109632		
Sheet1	Protoss	Protoss Infantry	Unit	Adept	minion	+ Shade	400785	400455	409632	400455-409632	weapon + minions sustained (291140 @ 5.65×; 51530 per-minion)	Adept Shade
Sheet1	Protoss	Protoss Infantry	Unit	High Templar	headline	total (all sources on)	122025					
Sheet1	Protoss	Protoss Infantry	Unit	High Templar	weapon	weapon	21396	21353	21602	21353-21602		
Sheet1	Protoss	Protoss Infantry	Unit	High Templar	ability	+ Psionic Storm	122024	119895	122210	119895-122210	weapon + ability (cumulative)	Add Psi Storm
Sheet1	Protoss	Protoss Infantry	Unit	High Templar	ability	+ Psionic Storm	102523	101273	104373	101273-104373	ability alone (isolated gross)	Psi Storm only
Sheet1	Protoss	Protoss Infantry	Unit	High Templar	ability	+ Feedback					needs model	
Sheet1	Protoss	Protoss Infantry	Unit	Dark Templar	headline	total (all sources on)	270932					
Sheet1	Protoss	Protoss Infantry	Unit	Dark Templar	weapon	weapon	270932	270880	270880	270880		Uses the Ace special attack, same mechanism as the Predator
Sheet1	Protoss	Protoss Infantry	Unit	Dragoon	headline	total (all sources on)	81529					
Sheet1	Protoss	Protoss Infantry	Unit	Dragoon	weapon	weapon	81529	81525	81525	81525		
Sheet1	Protoss	Protoss Infantry	Unit	Dragoon	self-buff	+ Crawler Capacitors (self-buff)	71010	71008	71008	71008	weapon with this auto-on buff DISABLED (its second state)	Add Crawler Capacitors
Sheet1	Protoss	Protoss Vehicles	Unit	Cannon Walker	headline	total (all sources on)	70988					
Sheet1	Protoss	Protoss Vehicles	Unit	Cannon Walker	weapon	weapon	70988	70986	70986	70986		
Sheet1	Protoss	Protoss Vehicles	Unit	Disruptor	headline	total (all sources on)	141161					
Sheet1	Protoss	Protoss Vehicles	Unit	Disruptor	weapon	weapon	141161	140157	142249	140157-142249		
Sheet1	Protoss	Protoss Vehicles	Unit	Immortal	headline	total (all sources on)	84966					
Sheet1	Protoss	Protoss Vehicles	Unit	Immortal	weapon	weapon	84966	84960	84960	84960		
Sheet1	Protoss	Protoss Vehicles	Unit	Immortal	state	+ Immortal Shield (stance)	32919	32917	32917	32917	weapon in the shield stance: dealt −0.75 frac (additive) + power ramp suppressed	Add Immortal Shield
Sheet1	Protoss	Protoss Vehicles	Unit	Reaver	headline	total (all sources on)	127606					
Sheet1	Protoss	Protoss Vehicles	Unit	Reaver	weapon	weapon	127606	126426	127535	126426-127535		
Sheet1	Protoss	Protoss Vehicles	Unit	Archon	headline	total (all sources on)	131560					
Sheet1	Protoss	Protoss Vehicles	Unit	Archon	weapon	weapon	131560	131552	131552	131552		
Sheet1	Protoss	Protoss Vehicles	Unit	Archon	ability	+ Feedback					needs model	
Sheet1	Protoss	Protoss Vehicles	Unit	Colossus	headline	total (all sources on)	197904				vs air 124931	
Sheet1	Protoss	Protoss Vehicles	Unit	Colossus	weapon	weapon (ground)	197904	197880	197880	197880		
Sheet1	Protoss	Protoss Vehicles	Unit	Colossus	weapon	weapon (air)	124931	124924	124924	124924		
Sheet1	Protoss	Protoss Vehicles	Unit	Hybrid Destroyer	headline	total (all sources on)	102047					
Sheet1	Protoss	Protoss Vehicles	Unit	Hybrid Destroyer	weapon	weapon	60047	60042	60042	60042		
Sheet1	Protoss	Protoss Vehicles	Unit	Hybrid Destroyer	ability	+ Plasma Blast	102047	99432	102480	99432-102480	weapon + ability (cumulative)	Add Psi Blast
Sheet1	Protoss	Protoss Vehicles	Unit	Stone Zealot	headline	total (all sources on)	118332					
Sheet1	Protoss	Protoss Vehicles	Unit	Stone Zealot	weapon	weapon	118332	118325	118325	118325		
Sheet1	Protoss	Protoss Air	Unit	Observer	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Air	Unit	Observer	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Air	Unit	Phoenix	headline	total (all sources on)	168691					
Sheet1	Protoss	Protoss Air	Unit	Phoenix	weapon	weapon	168668	168640	168640	168640		
Sheet1	Protoss	Protoss Air	Unit	Phoenix	summon	+ Swarm Host	15				per-summon; sustained 23 (avg 1.57× living)	
Sheet1	Protoss	Protoss Air	Unit	Scout	headline	total (all sources on)	118012				vs air 125741	
Sheet1	Protoss	Protoss Air	Unit	Scout	weapon	weapon (ground)	118012	118000	118000	118000		
Sheet1	Protoss	Protoss Air	Unit	Scout	weapon	weapon (air)	125741	125728	125728	125728		
Sheet1	Protoss	Protoss Air	Unit	Warp Prism	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Air	Unit	Warp Prism	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Air	Unit	Oracle	headline	total (all sources on)	132979					
Sheet1	Protoss	Protoss Air	Unit	Oracle	weapon	weapon	120879	120864	120864	120864		
Sheet1	Protoss	Protoss Air	Unit	Oracle	ability	+ Revelation					needs model	
Sheet1	Protoss	Protoss Air	Unit	Mothership Core	headline	total (all sources on)	110741					
Sheet1	Protoss	Protoss Air	Unit	Mothership Core	weapon	weapon	110741	110736	110736	110736		
Sheet1	Protoss	Protoss Air	Unit	Mothership Core	ability	+ Time Warp					needs model	
Sheet1	Protoss	Protoss Air	Unit	Arbiter	headline	total (all sources on)	125425					
Sheet1	Protoss	Protoss Air	Unit	Arbiter	weapon	weapon	116247	116240	116240	116240		
Sheet1	Protoss	Protoss Air	Unit	Arbiter	self-buff	+ Enchantment (self-buff)	125425	125424	125424	125424	weapon with this self-buff on	Add Enchantment
Sheet1	Protoss	Protoss Air	Unit	Void Ray	headline	total (all sources on)	144832					
Sheet1	Protoss	Protoss Air	Unit	Void Ray	weapon	weapon	144832	144816	144816	144816		
Sheet1	Protoss	Protoss Air	Unit	Tempest	headline	total (all sources on)	109672					
Sheet1	Protoss	Protoss Air	Unit	Tempest	weapon	weapon	109672	109670	109670	109670		
Sheet1	Protoss	Protoss Air	Unit	Carrier	headline	total (all sources on)	298570					
Sheet1	Protoss	Protoss Air	Unit	Carrier	weapon	weapon	298570	298560	298560	298560		
Sheet1	Protoss	Protoss Air	Unit	Carrier	minion	+ Interceptor	49762				per-minion; sustained 298570 (6× magazine)	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	headline	total (all sources on)	449223					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	weapon	weapon	417957					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	summon	+ Null Bot	353321	57611	58273	57611-58273	summons sustained alone (avg 9× @ 39258 per-summon)	Without Null Bots, weapon only
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	summon	+ Null Bot	39258	409787	412657	409787-412657	per-summon; sustained 353321 (avg 9× living)	With Null Bots
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	summon	+ Null Bot + Null Capacitors	41622	432066	442383	432066-442383	per-summon with Null Capacitors	With Null Bots, while Null Capacitors
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	ability	+ Null Implosion	6838				sustained dps (no bench)	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Nullifier	summon-buff	+ Null Capacitors (summon-buff)					todo	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Sentinel	headline	total (all sources on)	244561					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Sentinel	weapon	weapon	236902	236896	236896	236896		
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Sentinel	ability	+ Reinar Pulse	244561	244937	246086	244937-246086	weapon + ability (cumulative)	Add Reinar Pulse
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Vorazun	headline	total (all sources on)	332357					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Vorazun	weapon	weapon	332357	330794	334429	330794-334429		
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Vorazun	bench-only	Shadow Fury, per hit. 10 total hits		17295	17295	17295	needs model	Shadow Fury, per hit. 10 total hits
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Jupiter	headline	total (all sources on)	176517					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Jupiter	weapon	weapon	171575	171528	171528	171528		
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Jupiter	ability	+ Resonating Plasma Ball	176516	173030	179434	173030-179434	weapon + ability (cumulative)	Add Resonating Plasma Ball
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	headline	total (all sources on)	950898					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	weapon	weapon	345834	244376	250336	244376-250336		
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	summon	+ Zergling	145				per-summon; sustained 146 (avg 1.01× living)	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	ability	+ Planet Cracker	165	59976	59976	59976	sustained dps	Planet Cracker
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	ability	+ Plasma Spheres	2574				sustained dps (no bench)	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	ability	+ Vortex	389909	79856	79856	79856	sustained dps	Vortex. While affected, unit is untargetable
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Purifier	self-buff	+ Powered Purifier On (self-buff)					todo	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Selendis	headline	total (all sources on)	292561					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Selendis	weapon	weapon	193985	193792	193792	193792		
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Selendis	minion	+ Interceptor	24248				per-minion; sustained 193985 (8× magazine)	
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Selendis	ability	+ Psionic Orb	6177	24706	24706	24706	sustained dps	Psionic Orb, active DPS
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Selendis	summon-buff	+ Ultimate Interceptors (summon-buff)	286384	295936	295936	295936	auto-attack with summon-buff up (sustained uptime; peak reads ~+3%)	Add Ultimate Interceptors
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Mohandar	headline	total (all sources on)	309492					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Mohandar	weapon	weapon	210764	210752	210752	210752		
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Mohandar	ability	+ Laser Waser	21001	37605	37605	37605	perCast (single hit)	Laser Waser, single hit
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Mohandar	self-buff	+ Devastation Ray (self-buff)		365072	365072	365072	todo	During Devastation Ray
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Urun	headline	total (all sources on)	203572					
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Urun	weapon	weapon	197825	152556	156024	152556-156024		Moving
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Urun	ability	+ Plasma Spheres	203572	198293	205203	198293-205203	weapon + ability (cumulative)	Add Plasma Spheres and stationary
Sheet1	Protoss	Protoss Buyable Heroes	Buyable Hero	Urun	bench-only	Stationary		195835	198060	195835-198060	needs model	Stationary
Sheet1	Protoss	Protoss Structures	Structure	Pylon	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Pylon	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Structures	Structure	Photon Cannon	headline	total (all sources on)	93748					
Sheet1	Protoss	Protoss Structures	Structure	Photon Cannon	weapon	weapon	93748	93738	93738	93738		
Sheet1	Protoss	Protoss Structures	Structure	Warp Tower	headline	total (all sources on)	108016					
Sheet1	Protoss	Protoss Structures	Structure	Warp Tower	weapon	weapon	108016	108000	108000	108000		
Sheet1	Protoss	Protoss Structures	Structure	Shield Battery	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Shield Battery	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Structures	Structure	Teleporter Pad	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Teleporter Pad	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Structures	Structure	Teleporter Pad	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Teleporter Pad	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Structures	Structure	Warp Field Dynamo	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Warp Field Dynamo	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Structures	Structure	Storm Cannon	headline	total (all sources on)	1388984					
Sheet1	Protoss	Protoss Structures	Structure	Storm Cannon	weapon	weapon	1388984	1388842	1388842	1388842		
Sheet1	Protoss	Protoss Structures	Structure	Khaydarin Monolith	headline	total (all sources on)	86032					
Sheet1	Protoss	Protoss Structures	Structure	Khaydarin Monolith	weapon	weapon	86032	85418	86693	85418-86693		
Sheet1	Protoss	Protoss Structures	Structure	Tower of Providence	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Tower of Providence	weapon	weapon					no weapon (caster/support)	
Sheet1	Protoss	Protoss Structures	Structure	Impulse Assembly	headline	total (all sources on)	395274					
Sheet1	Protoss	Protoss Structures	Structure	Impulse Assembly	weapon	weapon	395274	393228	395914	393228-395914		
Sheet1	Protoss	Protoss Structures	Structure	Prismatic Shrine	headline	total (all sources on)	113922					
Sheet1	Protoss	Protoss Structures	Structure	Prismatic Shrine	weapon	weapon	113922	113920	113920	113920		
Sheet1	Protoss	Protoss Structures	Structure	Recall Station	headline	total (all sources on)	0					
Sheet1	Protoss	Protoss Structures	Structure	Recall Station	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Workers	Unit	Drone	headline	total (all sources on)	130073					
Sheet1	Zerg	Zerg Workers	Unit	Drone	weapon	weapon	130073	130064	130064	130064		
Sheet1	Zerg	Zerg Light	Unit	Zergling	headline	total (all sources on)	222032					
Sheet1	Zerg	Zerg Light	Unit	Zergling	weapon	weapon	212085	212080	212080	212080		
Sheet1	Zerg	Zerg Light	Unit	Zergling	ability	+ Toxic Blast	222031	222021	224009	222021-224009	weapon + ability (cumulative)	Add Toxic Blast
Sheet1	Zerg	Zerg Light	Unit	Baneling	headline	total (all sources on)	339066					
Sheet1	Zerg	Zerg Light	Unit	Baneling	weapon	weapon	338978	334545	339005	334545-339005		Ace prevents suicide
Sheet1	Zerg	Zerg Light	Unit	Baneling	summon	+ Baneling Spawn	33				per-summon; sustained 88 (avg 2.67× living)	
Sheet1	Zerg	Zerg Light	Unit	Swarm Queen	headline	total (all sources on)	88125				vs air 79473	
Sheet1	Zerg	Zerg Light	Unit	Swarm Queen	weapon	weapon (ground)	88125	88117	88117	88117		
Sheet1	Zerg	Zerg Light	Unit	Swarm Queen	weapon	weapon (air)	79473	79466	79466	79466		
Sheet1	Zerg	Zerg Light	Unit	Roach	headline	total (all sources on)	145879					
Sheet1	Zerg	Zerg Light	Unit	Roach	weapon	weapon	145879	145999	147241	145999-147241		Attack with DoT
Sheet1	Zerg	Zerg Light	Unit	Roach	state	+ Regenerate Carapace (caster state)	38154	38150	38150	38150	weapon with this self-applied state on	Add Regenerate Carapace
Sheet1	Zerg	Zerg Light	Unit	Hydralisk	headline	total (all sources on)	197392					
Sheet1	Zerg	Zerg Light	Unit	Hydralisk	weapon	weapon	172739	164761	180655	164761-180655		
Sheet1	Zerg	Zerg Light	Unit	Hydralisk	ability	+ Sonic Needle	40729	38273	41007	38273-41007	ability alone (isolated gross)	Sonic Needle only
Sheet1	Zerg	Zerg Light	Unit	Lurker	headline	total (all sources on)	231921				vs air 148989	
Sheet1	Zerg	Zerg Light	Unit	Lurker	weapon	weapon (ground)	231921	231920	231920	231920		
Sheet1	Zerg	Zerg Light	Unit	Lurker	weapon	weapon (air)	148989	148976	148976	148976		
Sheet1	Zerg	Zerg Light	Unit	Defiler	headline	total (all sources on)	253173					
Sheet1	Zerg	Zerg Light	Unit	Defiler	weapon	weapon	185436	185408	185408	185408		
Sheet1	Zerg	Zerg Light	Unit	Defiler	state	+ Defiled (reactive, full uptime)	201349	201312	201312	201312	weapon + flat-per-hit reactive at 100% uptime	While Defiled
Sheet1	Zerg	Zerg Light	Unit	Defiler	ability	+ Plague	241733	240599	243670	240599-243670	weapon + ability (cumulative)	Add Plague
Sheet1	Zerg	Zerg Heavy	Unit	Ravager	headline	total (all sources on)	109920					
Sheet1	Zerg	Zerg Heavy	Unit	Ravager	weapon	weapon	79300	79296	79296	79296		
Sheet1	Zerg	Zerg Heavy	Unit	Ravager	ability	+ Corrosive Bile	109920	106960	114774	106960-114774	weapon + ability (cumulative)	Add Corrosive Bile
Sheet1	Zerg	Zerg Heavy	Unit	Infestor	headline	total (all sources on)	814824					
Sheet1	Zerg	Zerg Heavy	Unit	Infestor	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Heavy	Unit	Infestor	summon	+ Infested Marine	19135	19125	19125	19125	per-summon; sustained 669711 (avg 35× living)	Infested Marine (1)
Sheet1	Zerg	Zerg Heavy	Unit	Infestor	summon	+ Infested Marine + Aggressive Mutation	22374	22368	22368	22368	per-summon with Aggressive Mutation	Infested Marine buffed by Wild Mutation
Sheet1	Zerg	Zerg Heavy	Unit	Infestor	ability	+ Fungal Growth	28181	28080	28329	28080-28329	weapon + ability (cumulative)	Add Fungal Growth
Sheet1	Zerg	Zerg Heavy	Unit	Infestor	summon-buff	+ Fungal Growth + Aggressive Mutation	31723	31231	31885	31231-31885	weapon + ability with this summon-buff up	Add Fungal and Wild Mutation
Sheet1	Zerg	Zerg Heavy	Unit	Swarm Host	headline	total (all sources on)	213200					
Sheet1	Zerg	Zerg Heavy	Unit	Swarm Host	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Heavy	Unit	Swarm Host	summon	+ Locust with Locust Swarm	44165	44160	44160	44160	per-summon with this buff on the child (additive km fold)	Single Locust with Locust Swarm
Sheet1	Zerg	Zerg Heavy	Unit	Swarm Host	summon	+ Locust	25370	25365	25365	25365	per-summon; sustained 213200 (avg 8.4× living)	Single Locust
Sheet1	Zerg	Zerg Heavy	Unit	Aberration	headline	total (all sources on)	101523					
Sheet1	Zerg	Zerg Heavy	Unit	Aberration	weapon	weapon	101523	101514	101514	101514		
Sheet1	Zerg	Zerg Heavy	Unit	Hybrid Reaver	headline	total (all sources on)	275868					
Sheet1	Zerg	Zerg Heavy	Unit	Hybrid Reaver	weapon	weapon	211521	211520	211520	211520		
Sheet1	Zerg	Zerg Heavy	Unit	Hybrid Reaver	ability	+ Consume RNA	275868	269136	276338	269136-276338	weapon + ability (cumulative)	Add Consume DNA
Sheet1	Zerg	Zerg Heavy	Unit	Brutalisk	headline	total (all sources on)	286620				vs air 251817	
Sheet1	Zerg	Zerg Heavy	Unit	Brutalisk	weapon	weapon (ground)	286620	286608	286608	286608		
